aspect_ratio,beauty,random_value
0.5792837685429915,4,-0.3938289267208004
2.5818346715167477,5,0.684198310117373
1.2079458293037433,5,0.13627787900898136
1.7426499298591016,5,0.40064139225317996
0.3035426586607129,4,-0.8600144068085969
1.8041985344925384,7,0.42567905093969727
0.36948864159421835,4,-0.7181990397742901
0.29114468129383325,4,-0.8900959156995936
2.4187953969327745,6,0.6371443692983272
3.3769954112427385,5,0.8778701094858659
1.0228742889948534,6,0.01631442455141241
2.104977448350207,5,0.536902388539517
0.47980286151830986,4,-0.52974316653759
0.7315551325286991,4,-0.22548074996549983
0.7711362427958611,4,-0.1874711598889005
3.1616670824180346,5,0.8303427313132108
0.2912928847611233,4,-0.8897288164182668
0.9354840091040819,6,-0.04810755111333198
2.1849000381792036,5,0.5637836380958698
0.8223846349286735,6,-0.14105739239038573
0.6060174734889558,5,-0.36128435145889815
1.2235536453048843,7,0.1455386780558836
0.6467001819030535,4,-0.3144155393509902
0.529435038679855,4,-0.45873720875682
2.634494733073867,5,0.6987631477270544
0.8773076162928996,6,-0.09442265080338297
0.5426157053941576,5,-0.4409986447484646
0.5052417927555041,4,-0.4924770567533512
0.47086198489268766,4,-0.5433119218657403
2.453256310099886,5,0.6473489854745933
0.7168009153772277,5,-0.24017780756194962
0.2879865395962908,4,-0.897963356386793
2.330700970072247,6,0.6103819589756372
0.5803639761189824,5,-0.3924850612487869
0.3347817966319073,4,-0.7893535048598308
2.9472074280444716,4,0.7796743013337515
3.5893936499828127,4,0.9218700763352978
3.274468775204615,4,0.8556304369064787
0.921036777763535,6,-0.0593346647046451
3.6078990692839557,5,0.9255794899340863
0.3384568701849945,5,-0.781478046547426
0.47939755109140597,4,-0.5303527778034207
2.7504567233373987,4,0.729835601642919
0.8314602542357823,5,-0.1331403969787075
1.1868447942312395,6,0.12356564178092855
3.4318237152498954,5,0.8894877234369851
1.0407982125096813,7,0.028845194726739853
3.1239707150342104,5,0.8216904646604095
1.5168200510445933,6,0.30052497032557834
0.9420656380416309,7,-0.043050256177445734
