
0.273718, -0.361527, 0.241238, 0.044824, -0.333258, -0.198832
0.229606, 0.105556, -0.043768, 0.867248, 0.202981, 0.018496
-0.005049, -0.127635, 0.048354, 0.066503, -0.114466, -0.227491
0.706378, -0.485254, -0.115671, -0.753142, 0.148192, 0.230818
-0.233569, -0.205654, 0.246950, -0.145137, 0.299760, -0.189615
-0.709403, -0.392473, 0.219199, -0.339531, 0.390179, -0.073836
0.906867, 0.120019, 0.140640, 0.544522, -0.264384, 0.089144
0.236094, 0.182009, 0.095658, 0.422360, -0.399088, 0.025102
0.792201, 0.301587, -0.012463, 0.704388, 0.109878, 0.050235
-0.546304, 0.345427, 0.226469, 0.604982, -0.256892, -0.214922
0.633790, -0.137392, 0.068713, 0.116111, 0.358724, -0.197186
0.508294, 0.031142, -0.187181, 0.950272, -0.007654, -0.186595
-0.363936, -0.055529, -0.145420, -0.410878, 0.022891, 0.149802
-0.071746, -0.167188, 0.236367, 0.252247, 0.389315, 0.177870
0.279758, 0.440373, 0.167296, -0.699298, -0.080439, -0.093807
0.550364, -0.038380, 0.064575, -0.944240, -0.392186, 0.040519
0.276964, 0.175435, -0.216029, 0.888630, -0.228053, -0.203763
0.181969, -0.028901, -0.067109, -0.909818, -0.497766, -0.020601
-0.857041, -0.232981, 0.161467, -0.040818, -0.239886, 0.002211
-0.606818, -0.477670, 0.180544, -0.043461, 0.201229, -0.013114
0.058574, 0.059749, 0.022156, 0.660731, 0.249392, -0.153004
0.860150, -0.205864, 0.107632, -0.295553, -0.226468, -0.010986
-0.584757, -0.447602, -0.138240, 0.549992, 0.321140, -0.197473
-0.555053, 0.185298, -0.044091, -0.169855, 0.144296, -0.111945
0.017517, 0.432162, 0.088794, 0.333156, -0.215566, -0.215260
0.911562, -0.495867, -0.242418, -0.680047, -0.321963, -0.101157
-0.719892, 0.348011, -0.022198, -0.959175, -0.205514, 0.105072
0.941242, -0.441794, 0.146811, 0.430295, 0.335564, 0.209330
-0.037287, 0.303761, -0.137824, 0.542216, 0.046639, 0.026884
0.238628, 0.157937, -0.216766, -0.867831, 0.315706, -0.055203
-0.460252, 0.276342, 0.179982, -0.343505, -0.104778, -0.144617
0.027064, 0.179076, 0.198464, 0.312188, -0.289337, -0.007201
0.950067, 0.395778, 0.237416, 0.839806, -0.136335, 0.101538
-0.586080, 0.366140, -0.011080, 0.959817, -0.039422, -0.114441
-0.178577, -0.212772, -0.154963, 0.216509, 0.402825, 0.003975
0.112382, 0.022418, -0.077437, 0.121693, -0.171758, -0.132241
-0.928931, 0.042198, 0.028036, -0.830342, 0.238775, 0.135289
0.611208, 0.032449, 0.216034, 0.774221, 0.449329, -0.071790
-0.059936, 0.267689, 0.041668, -0.969206, -0.493504, 0.105114
0.989371, 0.081350, -0.076259, -0.797015, 0.199455, 0.077215
-0.340950, -0.327149, 0.089783, -0.005723, 0.311094, -0.088433
