
-0.257180, 0.136930, -0.005231, -0.964544, -0.124773, -0.134287
0.974278, -0.081379, -0.159603, 0.135080, 0.217807, 0.217589
0.943778, -0.037689, -0.078696, -0.052284, 0.082486, -0.179417
0.050035, -0.179829, -0.052983, -0.950147, -0.098603, 0.034092
-0.875466, -0.252979, 0.062354, -0.243804, 0.313059, -0.191759
0.609447, 0.375178, 0.044075, 0.120518, -0.294819, -0.210648
0.462726, 0.295263, 0.215051, -0.802382, -0.069397, 0.058172
0.947137, 0.420630, -0.244202, -0.352898, 0.073410, 0.182236
0.051980, -0.295220, -0.022384, -0.995628, 0.167100, 0.160400
-0.981309, -0.053685, -0.048105, -0.952104, -0.496620, -0.096325
-0.587519, -0.246655, 0.077832, -0.125400, -0.298613, -0.011839
-0.040229, -0.374822, 0.045022, 0.401990, 0.497118, 0.196026
-0.680893, -0.076115, 0.021714, 0.906781, 0.059709, -0.201562
0.961509, -0.065633, -0.127392, -0.179917, -0.302337, 0.143205
-0.700743, 0.213584, 0.049524, 0.195349, -0.035934, -0.246926
-0.438208, 0.079785, -0.198036, -0.075954, -0.312273, -0.171261
-0.829590, -0.406153, 0.155393, 0.623976, 0.491075, -0.047010
0.848534, -0.459637, -0.243809, -0.918870, 0.263439, -0.153830
0.635306, -0.077891, 0.231409, 0.861672, 0.019576, -0.154183
0.505861, 0.493578, 0.022601, 0.711843, 0.203615, -0.226693
-0.619250, -0.389416, 0.112546, -0.508863, 0.285289, 0.070012
0.221599, 0.437178, 0.102698, -0.761453, -0.487134, -0.019493
-0.804367, -0.244214, -0.138713, -0.706895, -0.027456, -0.248231
-0.727050, 0.324108, 0.218974, 0.986366, 0.377351, 0.009768
-0.934540, 0.162082, 0.197762, 0.332838, 0.237667, -0.222790
-0.386443, -0.057026, 0.210501, 0.702665, 0.471913, -0.242419
-0.047047, -0.391585, -0.001209, -0.971164, -0.090167, -0.012824
0.453096, -0.009459, -0.046568, -0.451028, 0.370140, 0.032972
0.666733, 0.056591, -0.128438, 0.258460, 0.095384, 0.119524
-0.311616, -0.056554, -0.140656, 0.610718, 0.273906, 0.021759
0.466405, -0.173595, -0.209454, -0.268990, -0.496478, 0.048524
-0.075546, 0.428014, 0.090877, 0.446546, 0.381854, 0.078632
-0.808077, -0.069528, -0.021234, -0.269512, 0.221708, 0.116132
-0.760349, -0.011847, 0.230636, 0.091612, -0.427190, -0.143256
-0.391889, 0.420640, -0.058176, 0.133837, 0.079461, -0.093106
0.963645, -0.175528, 0.149719, -0.408583, -0.412150, 0.118067
0.631920, 0.138280, -0.128461, 0.789004, -0.448620, 0.197289
0.610400, 0.197433, 0.050372, 0.501606, -0.430726, -0.053216
0.230149, 0.043864, -0.018198, -0.064318, 0.406063, 0.115000
0.244480, 0.154414, -0.231167, 0.244160, 0.459782, -0.007798
-0.225728, -0.264719, 0.040810, 0.876530, 0.464615, 0.039419
-0.134401, -0.035352, -0.138420, -0.264245, 0.076548, 0.031225
-0.313402, -0.455637, -0.030382, 0.845508, 0.407254, -0.197113
0.990018, 0.269566, -0.187977, 0.670687, -0.327423, 0.104422
-0.929844, -0.238828, 0.236205, 0.868482, -0.280521, 0.070360
0.611748, 0.229869, -0.069873, 0.759452, 0.266147, -0.039550
-0.609884, -0.385564, -0.028465, 0.185150, -0.041330, -0.173121
